"crop_code","species","Life.form","Habit","Life.span","Physiology","Category","Plant.attributes","temp_opt_min","Temp_Opt_Max","Temp_Abs_Min","Temp_Abs_Max","Rain_Opt_Min","Rain_Opt_Max","Rain_Abs_Min","Rain_Abs_Max","Lat_Opt_Min","Lat_Opt_Max","Lat_Abs_Min","Lat_Abs_Max","Alt_Opt_Min","Alt_Opt_Max","Alt_Abs_Min","Alt_Abs_Max","pH_Opt_Min","pH_Opt_Max","pH_Abs_Min","pH_Abs_Max","Light_Opt_Min","Light_Opt_Max","Light_Abs_Min","Light_Abs_Max","Depth_Opt","Depth_Abs","Texture_Ops","Texture_Abs","Fertility_Ops","Fertility_Abs","Al_Toxicity_Opt","Al_Toxicity_Abs","Salinity_Ops","Salinity_Abs","drainage_opt","drainage_abs","Climate.Zone","photoperiod","Killing.temp..during.rest","Killing.temp..early.growth","Abiotic.toler.","Abiotic.suscept.","Introduction.risks.","Product..system","Cropping.system","Subsystem","Companion.species","Level.of.mechanization","Labour.intensity","cycle_min","cycle_max","use.main","use.detailed","use.part","datasheet_url"
"6569","Gunnera tinctoria","herb","acaulescent (or rosette plants)","perennial","deciduous, single stem","vegetables, materials, ornamentals/turf, medicinals & aromatic","grown on small scale","15","25","10","30","800","2000","500","4000","20","-","50","52","---","---","-","2700","5.5","7","5","7.5","clear skies","cloudy skies","light shade","very bright","medium (50-150 cm)","medium (50-150 cm)","medium, organic","heavy, medium, light, wide, organic","high","moderate","","","low (<4 dS/m)","low (<4 dS/m)","well (dry spells)","poorly (saturated >50% of year)","subtropical dry summer (Cs), temperate oceanic (Do)",NA,"-10","0","",NA,"","","Cropping system","Subsystem","Companion species","Level of mechanization","Labour intensity","0","0","food & beverage","","leaves","http://ecocrop.fao.org/ecocrop/srv/en/dataSheet?id=6569"
"6579","Gynandropsis gynandra","herb","erect","annual","","forage/pasture, vegetables, materials, ornamentals/turf, medicinals & aromatic","grown on small scale, harvested from wild","18","25","10","35","-","-","-","-","-","-","-","-","---","---","-","2400","5.5","7","5","7.5","clear skies","very bright","cloudy skies","very bright","deep (>>150 cm)","medium (50-150 cm)","medium, light, organic","medium, light, organic","high","moderate","","","","","well (dry spells)","well (dry spells)","tropical wet (Ar)","not sensitive","no input","no input","","","can become a weed","","Cropping system","Subsystem","Companion species","Level of mechanization","Labour intensity","0","0","food & beverage","vitamins","leaves","http://ecocrop.fao.org/ecocrop/srv/en/dataSheet?id=6579"
"6597","Hagenia abyssinica","tree","erect","perennial","single stem","ornamentals/turf, medicinals & aromatic, forest/wood, environmental","","25","32","5","36","1000","1600","400","1800","-","-","20","20","---","---","1800","4300","6","7.5","5.5","8.5","very bright","very bright","very bright","clear skies","deep (>>150 cm)","medium (50-150 cm)","medium","medium","high","moderate","","","low (<4 dS/m)","low (<4 dS/m)","well (dry spells)","well (dry spells)","tropical wet & dry (Aw), steppe or semiarid (Bs)","short day (<12 hours)","no input","no input","fire","","","","Cropping system","Subsystem","Companion species","Level of mechanization","Labour intensity","120","180","medicinal","","roots","http://ecocrop.fao.org/ecocrop/srv/en/dataSheet?id=6597"
"6613","Haloxylon aphyllum","tree","erect","perennial","evergreen, single stem","forage/pasture, forest/wood, environmental","","25","40","8","50","200","300","100","400","30","30","45","45","---","---","200","2500","6.5","7.5","6","8.5","very bright","very bright","very bright","very bright","deep (>>150 cm)","medium (50-150 cm)","medium, light","heavy, medium, light","low","low","","","low (<4 dS/m)","high (>10 dS/m))","well (dry spells)","well (dry spells), excessive (dry/moderately dry)","desert or arid (Bw), steppe or semiarid (Bs)","short day (<12 hours), neutral day (12-14 hours), long day (>14 hours)","-35","-1","","","","","Cropping system","Subsystem","Companion species","Level of mechanization","Labour intensity","60","120","animal food (feed)","vitamins","leaves","http://ecocrop.fao.org/ecocrop/srv/en/dataSheet?id=6613"
"6615","Hamamelis virginiana","shrub","erect","perennial","","ornamentals/turf, medicinals & aromatic","","-","-","-","-","-","-","-","-","-","-","-","-","---","---","-","-","-","-","-","-","","","","","","","","","","","","","","","","","","","no input","no input","","","","","Cropping system","Subsystem","Companion species","Level of mechanization","Labour intensity","0","0","medicinal","blood system applications","","http://ecocrop.fao.org/ecocrop/srv/en/dataSheet?id=6615"
"6621","Hardwickia binata","tree","erect","perennial","semi evergreen, deciduous, single stem","forage/pasture, forest/wood, environmental","","16","38","5","46","500","1000","250","1500","5","5","25","25","---","---","-","300","5.5","7.5","4.5","8","very bright","cloudy skies","very bright","light shade","deep (>>150 cm)","shallow (20-50 cm)","medium, light","heavy, medium, light","moderate","low","","","low (<4 dS/m)","low (<4 dS/m)","well (dry spells)","well (dry spells), excessive (dry/moderately dry)","tropical wet & dry (Aw), steppe or semiarid (Bs)","short day (<12 hours)","-2","-1","","","","","Cropping system","Subsystem","Companion species","Level of mechanization","Labour intensity","240","330","animal food (feed)","protein","leaves","http://ecocrop.fao.org/ecocrop/srv/en/dataSheet?id=6621"
"6623","Harungana madagascariensis","tree","erect","perennial","evergreen, single stem","medicinals & aromatic, forest/wood","","20","28","12","36","1500","2500","1000","3500","-","-","20","30","---","---","1000","1600","5.5","6.5","5","7.5","clear skies","very bright","cloudy skies","very bright","deep (>>150 cm)","medium (50-150 cm)","medium, light","heavy, medium, light, wide","high","moderate","","","low (<4 dS/m)","low (<4 dS/m)","well (dry spells)","poorly (saturated >50% of year), well (dry spells)","tropical wet & dry (Aw), tropical wet (Ar)","","no input","no input","","","","","Cropping system","Subsystem","Companion species","Level of mechanization","Labour intensity","365","365","fuels","fuelwood","bark","http://ecocrop.fao.org/ecocrop/srv/en/dataSheet?id=6623"
"6625","Hedera helix","sub-shrub","climber/scrambler/scadent","perennial","","ornamentals/turf, medicinals & aromatic","grown on large scale","-","-","-","-","-","-","-","-","-","-","-","-","---","---","-","-","-","-","-","-","","","","","","","wide","wide","","","","","","","","","","","no input","no input","","","","","Cropping system","Subsystem","Companion species","Level of mechanization","Labour intensity","0","0","environmental","ornamental/turf","entire plant","http://ecocrop.fao.org/ecocrop/srv/en/dataSheet?id=6625"
"6630","Hedysarum carnosum","herb","erect","annual","","forage/pasture","","15","25","5","30","200","500","100","600","32","30","43","45","---","---","-","500","6.5","7.5","6","8","very bright","clear skies","very bright","cloudy skies","medium (50-150 cm)","shallow (20-50 cm)","heavy","heavy, medium","high","moderate","","","low (<4 dS/m)","low (<4 dS/m)","well (dry spells)","well (dry spells)","desert or arid (Bw), steppe or semiarid (Bs), subtropical dry summer (Cs)","short day (<12 hours), neutral day (12-14 hours), long day (>14 hours)","no input","no input","","","","","Cropping system","Subsystem","Companion species","Level of mechanization","Labour intensity","40","120","animal food (feed)","vitamins","entire plant","http://ecocrop.fao.org/ecocrop/srv/en/dataSheet?id=6630"
"6631","Hedysarum coronarium","herb","erect, prostrate/procumbent/semi-erect","biennial, perennial","deciduous, multi stem","forage/pasture, ornamentals/turf","grown on small scale","14","28","3","35","600","1000","400","2400","32","30","45","55","---","---","-","1000","6","7","4.5","8.5","very bright","clear skies","very bright","cloudy skies","medium (50-150 cm)","shallow (20-50 cm)","heavy, medium","heavy, medium","high","moderate","","","low (<4 dS/m)","medium (4-10 dS/m)","well (dry spells)","well (dry spells), excessive (dry/moderately dry)","steppe or semiarid (Bs), subtropical dry summer (Cs), temperate oceanic (Do), temperate continental (Dc), temperate with humid winters (Df), temperate with dry winters (Dw), boreal (E)","short day (<12 hours), neutral day (12-14 hours), long day (>14 hours)","-4","-1","","flooding","","","Cropping system","Subsystem","Companion species","Level of mechanization","Labour intensity","90","270","animal food (feed)","minerals","entire plant","http://ecocrop.fao.org/ecocrop/srv/en/dataSheet?id=6631"
"6632","Hedysarum flexuosum","herb","erect","annual","","forage/pasture","","15","25","5","30","400","500","300","600","32","30","43","45","---","---","-","500","6.5","7.5","6","8","very bright","clear skies","very bright","cloudy skies","medium (50-150 cm)","shallow (20-50 cm)","heavy","heavy, medium","high","moderate","","","low (<4 dS/m)","low (<4 dS/m)","well (dry spells)","well (dry spells)","subtropical dry summer (Cs)","short day (<12 hours), neutral day (12-14 hours), long day (>14 hours)","no input","no input","","","","","Cropping system","Subsystem","Companion species","Level of mechanization","Labour intensity","120","200","animal food (feed)","vitamins","entire plant","http://ecocrop.fao.org/ecocrop/srv/en/dataSheet?id=6632"
"6633","Hedysarum pallidum","","","perennial","","forage/pasture","","15","25","5","30","400","500","300","700","32","30","43","45","---","---","-","1200","6.5","7.5","6","8","very bright","clear skies","very bright","cloudy skies","medium (50-150 cm)","shallow (20-50 cm)","light","medium, light","moderate","moderate","","","low (<4 dS/m)","medium (4-10 dS/m)","well (dry spells)","well (dry spells), excessive (dry/moderately dry)","steppe or semiarid (Bs), subtropical dry summer (Cs)","short day (<12 hours), neutral day (12-14 hours), long day (>14 hours)","no input","no input","","","","","Cropping system","Subsystem","Companion species","Level of mechanization","Labour intensity","120","200","animal food (feed)","vitamins","entire plant","http://ecocrop.fao.org/ecocrop/srv/en/dataSheet?id=6633"
"6634","Hedysarum spinosissimum","herb","erect","annual","multi stem","forage/pasture","harvested from wild","15","25","5","30","200","500","100","600","32","30","43","45","---","---","-","1200","6.5","7.5","6","8","very bright","clear skies","very bright","cloudy skies","medium (50-150 cm)","shallow (20-50 cm)","heavy, medium, light","heavy, medium, light","moderate","moderate","","","low (<4 dS/m)","low (<4 dS/m)","well (dry spells)","","desert or arid (Bw), steppe or semiarid (Bs), subtropical dry summer (Cs)","short day (<12 hours), neutral day (12-14 hours), long day (>14 hours)","no input","no input","","","","","Cropping system","Subsystem","Companion species","Level of mechanization","Labour intensity","40","120","animal food (feed)","vitamins","entire plant","http://ecocrop.fao.org/ecocrop/srv/en/dataSheet?id=6634"
"6659","Hemarthria japonica","grass","erect","perennial","multi stem","forage/pasture","","17","28","7","38","500","800","400","900","35","35","50","50","---","---","-","1500","7","8","6.5","8.5","very bright","clear skies","very bright","cloudy skies","shallow (20-50 cm)","shallow (20-50 cm)","light, organic","light, organic","moderate","low","","","low (<4 dS/m)","medium (4-10 dS/m)","poorly (saturated >50% of year), well (dry spells)","poorly (saturated >50% of year), well (dry spells)","steppe or semiarid (Bs), temperate continental (Dc)","long day (>14 hours)","-15","-2","","","","","Cropping system","Subsystem","Companion species","Level of mechanization","Labour intensity","120","180","animal food (feed)","vitamins","entire plant","http://ecocrop.fao.org/ecocrop/srv/en/dataSheet?id=6659"
"6663","Heracleum sphondylium","herb","erect","perennial","","vegetables, medicinals & aromatic","harvested from wild","-","-","-","-","-","-","-","-","-","-","-","-","---","---","-","-","-","-","-","-","","","","","","","","","","","","","","","","","temperate oceanic (Do), temperate continental (Dc)","","no input","no input","","","","","Cropping system","Subsystem","Companion species","Level of mechanization","Labour intensity","0","0","food & beverage","","roots","http://ecocrop.fao.org/ecocrop/srv/en/dataSheet?id=6663"
"6707","Hibiscus sabdariffa var. altissima","herb","erect","annual","single stem, C3 photosynthesis","materials","grown on large scale","16","28","12","36","1500","2000","500","3500","-","-","25","35","---","---","-","700","6","7.5","5","8.5","very bright","very bright","very bright","clear skies","medium (50-150 cm)","medium (50-150 cm)","medium, light","heavy, medium, light","high","moderate","","","low (<4 dS/m)","low (<4 dS/m)","well (dry spells)","well (dry spells)","tropical wet & dry (Aw), tropical wet (Ar), steppe or semiarid (Bs)","short day (<12 hours)","no input","no input","","","","large scale/commercial","Cropping system","Subsystem","Companion species","Level of mechanization","Labour intensity","90","240","animal food (feed)","vitamins","leaves","http://ecocrop.fao.org/ecocrop/srv/en/dataSheet?id=6707"
"6708","Hibiscus sabdariffa var. sabdariffa","herb, sub-shrub","erect","annual","multi stem, C3 photosynthesis","forage/pasture, fruits & nuts, vegetables, medicinals & aromatic","grown on small scale","24","32","10","36","1000","3000","500","3500","-","-","25","25","---","---","-","700","5.5","7","4.5","8.5","very bright","very bright","very bright","clear skies","deep (>>150 cm)","medium (50-150 cm)","medium, organic","heavy, medium, light, wide, organic","moderate","low","","","low (<4 dS/m)","low (<4 dS/m)","well (dry spells)","well (dry spells), excessive (dry/moderately dry)","tropical wet & dry (Aw), tropical wet (Ar), steppe or semiarid (Bs)","short day (<12 hours)","no input","no input","","","","home garden, small scale (manual)","Cropping system","Subsystem","Companion species","Level of mechanization","Labour intensity","90","120","food & beverage","vitamins","fruits","http://ecocrop.fao.org/ecocrop/srv/en/dataSheet?id=6708"
"6718","Hieracium pilosella","herb","prostrate/procumbent/semi-erect","perennial","","medicinals & aromatic","harvested from wild","-","-","-","-","-","-","-","-","-","-","-","-","---","---","-","-","-","-","-","-","","","","","","","","","","","","","","","","","","","no input","no input","","","","","Cropping system","Subsystem","Companion species","Level of mechanization","Labour intensity","0","0","medicinal","blood system applications","entire plant","http://ecocrop.fao.org/ecocrop/srv/en/dataSheet?id=6718"
"6720","Hierochloe odorata","grass","erect","perennial","multi stem","forage/pasture","","18","26","5","45","250","700","70","900","35","35","50","50","---","---","-","1000","6","7.5","5.5","8","very bright","clear skies","very bright","light shade","medium (50-150 cm)","shallow (20-50 cm)","medium, light","heavy, medium, light, organic","high","moderate","","","low (<4 dS/m)","low (<4 dS/m)","well (dry spells)","well (dry spells), excessive (dry/moderately dry)","steppe or semiarid (Bs), temperate continental (Dc)","long day (>14 hours)","-30","-1","","","","","Cropping system","Subsystem","Companion species","Level of mechanization","Labour intensity","60","180","animal food (feed)","vitamins","entire plant","http://ecocrop.fao.org/ecocrop/srv/en/dataSheet?id=6720"
